profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,cross_score,relevant
mobile-mid,5801,"Frontend Developer","Shiji Poland",mid,hybrid,"Katowice","TypeScript; React; JavaScript","13440-20160 PLN",0.033481,1
mobile-mid,4984,"Full-stack Developer (React, .NET)","Fabres",mid,hybrid,"Poznań",".NET; React; C#","18480-21840 PLN",0.030489,0
mobile-mid,4635,"Frontend Regular React Developer","SquareOne",mid,remote,"","Next.js; React; React.JS","13440-16800 PLN",0.030275,0
mobile-mid,5065,"Frontend Software Engineer","Grupa Agora",mid,remote,"Warszawa","TypeScript; Next.js; JavaScript","11000-14000 PLN",0.030236,0
mobile-mid,5775,"NodeJS Software Engineer (e-mobility & energy)","Spyrosoft",mid,remote,"","TypeScript; JavaScript; Node.js","13440-26880 PLN",0.028109,0
mobile-mid,5738,"AI Fullstack Engineer","Ringier Axel Springer Tech",mid,hybrid,"Kraków","TypeScript; JavaScript; n8n","12400-20600 PLN",0.026773,0
mobile-mid,5669,"Frontend Developer (Angular)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; Angular; JavaScript","16800-20160 PLN",0.025266,0
mobile-mid,181,"Full-Stack Engineer -  AI Platform","Perfect Gym Solutions",mid,remote,"Warszawa","TypeScript; React; Java","22000-26000 PLN",0.024364,1
mobile-mid,5383,"Shopify Developer (osoba na stanowisku Shopify Developera)","Strix",mid,hybrid,"Kraków","React; JavaScript; Shopify","11000-15000 PLN",0.022057,0
mobile-mid,1781,"Mid Full-Stack Engineer (AI)","ArdentCode",mid,hybrid,"Wrocław","React; JavaScript; Node.js","16000-20000 PLN",0.020973,0
mobile-mid,9964,"Software Engineer (Data Science)","Xebia sp. z o.o.",mid,hybrid,"Rzeszów","Kotlin; Java; SQL","16700-21700 PLN",0.020901,0
mobile-mid,5432,"Programista/ Programistka Fullstack (Java + React/Angular)","DCG sp. z o.o.",mid,hybrid,"Poland","Angular; React; Java","21840-25200 PLN",0.020801,0
mobile-mid,5787,"Fullstack Developer","Connectis_",mid,hybrid,"Warszawa","React; API; Headless CMS","29400-31920 PLN",0.018158,0
mobile-mid,216,"NodeJS Software Engineer (e-mobility & energy)","Spyrosoft",mid,remote,"Kraków","TypeScript; JavaScript; Node.js","12600-26880 PLN",0.017673,0
mobile-mid,121,"Node Developer","OneRail Poland Sp. z o.o.",mid,hybrid,"Kraków","TypeScript; Node.js","18000-22000 PLN",0.017668,1
mobile-mid,215,"Full-stack Engineer (JavaScript/React)","Motorola Solutions",mid,hybrid,"Kraków","React; JavaScript; AWS","14000-19000 PLN",0.014801,0
mobile-mid,2916,"FullStack Engineer React/Node.js","Marska",mid,hybrid,"Kraków","TypeScript; Angular; React; Node.js; GCP; AWS","18060-25284 PLN",0.014607,0
mobile-mid,79,"Palantir Front-End Engineer","ALTIMI",mid,remote,"Wrocław","React; Typescrip; Palantir Foundry; UI","27398-36050 PLN",0.013027,1
mobile-mid,335,"FullStack Developer (React + Node.js)","ALTIMI",mid,remote,"Wrocław","React; Node.js; GCP","16800-23520 PLN",0.013010,0
mobile-mid,738,"Full Stack Engineer (NodejS/ React) ","Tenth Revolution Group",mid,hybrid,"Warszawa","React; JavaScript; Node.js","20000-28000 PLN",0.007152,0
mobile-mid,4300,"Full Stack Engineer","TechTree",mid,hybrid,"Warszawa","TypeScript; React; JavaScript; Node.js; SQL databases","23276-46552 PLN",0.006469,1
